DATA,PRODUTO,UNIDADE,MÁXIMO,MAIS FREQUENTE,MINIMO
2023-03-14,00604-CAQUI FUYU,KG,7,7.0,5.0
2023-03-14,00650-CAQUI IMPORTADO,KG,11.67,11.67,11.67
2023-03-14,00601-CAQUI MOLE,KG,9,8.33,5.71
2023-03-14,07901-CARA,KG,12.67,11.33,10.0
2023-03-14,00701-CARAMBOLA,KG,20,14.0,12.0
2023-03-14,08050-CEBOLA IMPORTADA,KG,4,4.0,3.5
2023-03-14,08001-CEBOLA NACIONAL,KG,5,3.25,2.5
2023-03-14,08002-CEBOLA ROXA,KG,4.5,4.5,4.0
2023-03-14,08102-CENOURA,KG,8,5.0,3.89
2023-03-14,08150-CENOURA BABY,KG,17,17.0,16.0
2023-03-14,08101-CENOURA MOLHO,DZ,40,40.0,40.0
2023-03-14,09850-CEREJA IMPORTADA,KG,24,24.0,21.0
2023-03-14,04801-CHEIRO VERDE / TEMPERO,DZ,18,12.0,10.0
2023-03-14,04901-CHICORIA / ESCAROLA,DZ,30,30.0,25.0
2023-03-14,06201-CHUCHU,KG,3,2.89,1.75
2023-03-14,00802-COCO SECO,KG,7.22,6.11,5.0
2023-03-14,00801-COCO VERDE,UND,5,4.5,4.5
2023-03-14,05001-COUVE,DZ,25,20.0,15.0
2023-03-14,10501-COUVE CHINESA,DZ,60,50.0,40.0
2023-03-14,10601-COUVE-FLOR,DZ,60,60.0,40.0
2023-03-14,03501-ENDIVIA,KG,50,50.0,40.0
2023-03-14,05101-ERVA DOCE / FUNCHO,DZ,72,72.0,65.0
2023-03-14,05102-ERVAS AROMATICAS,MOL,2,2.0,1.5
2023-03-14,06302-ERVILHA,KG,15,9.0,9.0
2023-03-14,06303-ERVILHA TORTA,KG,66.67,66.67,61.11
2023-03-14,05301-ESPINAFRE,DZ,25,20.0,20.0
2023-03-14,09301-FEIJAO,KG,10,7.0,6.0
2023-03-14,00901-FIGO MADURO,KG,16.67,16.67,10.0
2023-03-14,00902-FIGO VERDE,KG,7,6.0,5.0
2023-03-14,12301-FLORES COMESTIVEIS,UND,9,9.0,8.0
2023-03-14,08201-GENGIBRE,KG,10,8.0,6.67
2023-03-14,01001-GOIABA,KG,8.33,6.67,5.0
2023-03-14,12401-GRAVIOLA,KG,16.67,15.0,15.0
2023-03-14,08401-INHAME,KG,11.33,10.0,8.67
2023-03-14,01101-JABUTICABA,KG,13.33,13.33,10.0
2023-03-14,01201-JACA,UND,40,35.0,30.0
2023-03-14,06501-JILO,KG,13.84,11.53,11.53
2023-03-14,11301-KINKAN,KG,40,35.0,35.0
2023-03-14,01350-KIWI IMPORTADO,KG,18,15.0,13.0
2023-03-14,01301-KIWI NACIONAL,KG,12,10.0,6.0
2023-03-14,01401-LARANJA BAIA (UMBIGO),KG,7.22,5.55,5.0
2023-03-14,01450-LARANJA IMPORTADA,KG,12.5,9.67,9.67
2023-03-14,01403-LARANJA LIMA (CEU),KG,4.47,4.0,2.22
2023-03-14,01406-LARANJA SUCO,KG,3.89,2.89,2.22
2023-03-14,09701-LENTILHA,KG,20,15.0,10.0
2023-03-14,01501-LIMA,KG,11.77,7.22,6.67
2023-03-14,01650-LIMAO IMPORTADO,KG,8,7.33,6.67
2023-03-14,01602-LIMAO SICILIANO,KG,8.57,8.57,8.0
2023-03-14,01603-LIMAO TAITI,KG,3.33,2.5,2.22
2023-03-14,10701-LOURO,MOL,2,2.0,1.5
2023-03-14,01704-MACA FUJI CX PAP,KG,11.11,8.89,8.33
2023-03-14,01701-MACA FUJI CX PLAST,KG,6.67,6.67,4.44
2023-03-14,01753-MACA FUJI IMPORTADA,KG,12.78,12.78,12.78
2023-03-14,01705-MACA GALA CX PAP,KG,11.11,8.05,6.11
2023-03-14,01703-MACA GALA CX PLAST,KG,8.33,7.5,4.5
2023-03-14,01754-MACA GALA IMPORTADA,KG,8.33,7.71,7.71
2023-03-14,01707-MACA GOLDEN CX PAP,KG,10.28,10.28,8.89
2023-03-14,01756-MACA GRANNY SMITH,KG,11.11,10.28,10.28
2023-03-14,01755-MACA RED DELICIOUS,KG,11.57,9.67,9.67
2023-03-14,01803-MAMAO AMAZONAS (PAPAIA),KG,12.5,12.0,10.0
2023-03-14,01802-MAMAO FORMOSA,KG,12,10.77,9.0
2023-03-14,08501-MANDIOCA,KG,4,3.5,2.5
2023-03-14,08601-MANDIOQUINHA,KG,25,20.0,10.0
2023-03-14,01901-MANGA,KG,6.39,6.11,5.0
2023-03-14,05402-MANJERICAO,MOL,2,1.5,1.5
2023-03-14,05401-MANJERONA,MOL,2,2.0,1.5
2023-03-14,02001-MARACUJA AZEDO,KG,8,6.0,5.0
2023-03-14,02002-MARACUJA DOCE,KG,21.5,20.0,20.0
2023-03-14,06601-MAXIXE,KG,13.67,11.53,11.53
2023-03-14,11601-MEL,KG,30,25.0,20.0
2023-03-14,02101-MELANCIA,KG,2.7,2.4,1.5
2023-03-14,10901-MELANCIA KODAMA / BABY,KG,8,6.0,6.0
2023-03-14,10902-MELANCIA PINGO DOCE,KG,3.8,3.8,3.8
2023-03-14,02201-MELAO COMUM (GAUCHO),KG,4.38,3.33,2.22
2023-03-14,02202-MELAO ESPANHOL,KG,5.83,5.41,5.0
2023-03-14,02208-MELAO GALIA / CANTALOUPE,KG,9.44,6.67,6.67
2023-03-14,02204-MELAO ORANGE,KG,11.67,10.0,10.0
2023-03-14,02206-MELAO PELE DE SAPO,KG,6.67,5.83,5.83
2023-03-14,09601-MILHO PIPOCA,KG,8,7.0,6.5
2023-03-14,09401-MILHO RACAO,KG,2.2,2.0,1.9
2023-03-14,06701-MILHO VERDE (3UN),SCL,3.7,3.5,3.0
2023-03-14,03901-MIRTILO,KG,100,81.67,66.67
2023-03-14,06801-MOGANGO,KG,2.78,2.78,2.5
2023-03-14,06903-MORANGA AMARELA / PATACA,KG,2.78,1.67,1.25
2023-03-14,06901-MORANGA CABOTIA PRETA,KG,3.33,2.25,1.75
2023-03-14,02301-MORANGO,KG,25,20.0,18.0
2023-03-14,05501-MOSTARDA,DZ,30,22.5,15.0
2023-03-14,08703-NABO (EM CAIXA OU EM SACO),KG,3.5,3.0,3.0
2023-03-14,08701-NABO (EM MOLHO),DZ,50,40.0,25.0
2023-03-14,02401-NECTARINA,KG,11.11,11.11,11.11
2023-03-14,02450-NECTARINA IMPORTADA,KG,12,12.0,10.0
2023-03-14,02501-NESPERA,KG,18,18.0,18.0
2023-03-14,02601-NOZ PECA,KG,20,15.0,4.0
2023-03-14,08901-OVO BRANCO CX30DZ,CX,240,230.0,220.0
2023-03-14,08903-OVO CODORNA CXT30UN,CXT,6,5.5,5.0
2023-03-14,08902-OVO VERMELHO CX30DZ,CX,270,260.0,250.0
2023-03-14,07001-PEPINO CONSERVA,KG,12.5,10.0,8.89
2023-03-14,07003-PEPINO JAPONES,KG,6.88,5.55,4.72
2023-03-14,07002-PEPINO SALADA,KG,3.61,3.33,2.22
2023-03-14,02750-PERA ASIATICA,KG,15,15.0,15.0
2023-03-14,02754-PERA DANJOU,KG,8.89,7.22,6.67
2023-03-14,02701-PERA NACIONAL,KG,7,5.0,3.5
2023-03-14,02751-PERA VERMELHA,KG,14,8.33,7.78
2023-03-14,02755-PERA WILLIAMS / PACKAMS,KG,7.78,7.22,7.22
2023-03-14,02850-PESSEGO IMPORTADO,KG,18.1,18.1,18.1
2023-03-14,02801-PESSEGO NACIONAL,KG,7.5,6.0,3.5
2023-03-14,07101-PIMENTA,KG,20,17.78,15.0
2023-03-14,07201-PIMENTAO,KG,8,5.55,3.0
2023-03-14,07204-PIMENTAO AMARELO,KG,12,10.0,9.0
2023-03-14,07202-PIMENTAO CAPELETI,KG,12.5,10.0,8.0
2023-03-14,07203-PIMENTAO VERMELHO,KG,12.22,10.0,9.0
2023-03-14,02901-PINHA,KG,26.67,15.0,15.0
2023-03-14,11101-PITAYA,KG,10,7.0,5.0
2023-03-14,07301-QUIABO,KG,12.5,12.0,9.0
2023-03-14,08802-RABANETE,KG,5,4.5,4.5
2023-03-14,08801-RABANETE MOLHO,DZ,35,35.0,30.0
2023-03-14,12101-RAIZ FORTE,KG,100,100.0,100.0
2023-03-14,05602-REPOLHO ROXO,DZ,40,35.0,30.0
2023-03-14,05601-REPOLHO VERDE,KG,2.25,1.75,1.5
2023-03-14,03101-ROMA,KG,33.33,26.67,26.67
2023-03-14,05701-RUCULA,DZ,25,20.0,15.0
2023-03-14,05801-SALVIA,MOL,2,1.5,1.5
2023-03-14,03201-TANGERINA COMUM / CAI,KG,2.78,2.78,2.22
2023-03-14,03250-TANGERINA IMPORTADA,KG,13,11.0,11.0
2023-03-14,03205-TANGERINA OUTRAS,KG,2.78,2.78,2.22
2023-03-14,03203-TANGERINA PONKAN,KG,4.17,5.75,4.17
2023-03-14,07401-TOMATE CAQUI (GAUCHO),KG,10,8.33,6.0
2023-03-14,07404-TOMATE CAQUI LONGA VIDA,KG,6.84,5.55,3.33
2023-03-14,07405-TOMATE CEREJA (MINI TOMATES),KG,10,7.75,7.75
2023-03-14,07402-TOMATE ITALIANO / PAULISTA,KG,7.22,6.67,5.55
2023-03-14,03302-UVA COMUM DE MESA,KG,5.71,4.28,3.57
2023-03-14,03350-UVA IMPORTADA,KG,21.25,14.37,14.37
2023-03-14,03303-UVAS FINAS DE MESA,KG,16.25,16.25,13.75
2023-03-14,07501-VAGEM,KG,12,9.0,8.0
2023-03-14,12201-YACON,KG,15,13.0,5.33
2023-03-14,50001-ANTURIO VASO,UND,49,38.0,18.0
2023-03-14,50102-ASTER,MOL,30,30.0,18.0
2023-03-14,50202-ASTROMELIA,MOL,28,25.0,25.0
2023-03-14,51901-AZALEIA VASO,UND,24,18.0,16.0
2023-03-14,50401-BEGONIA,UND,22,22.0,10.0
2023-03-14,50602-BOCA DE LEAO,MOL,29,28.0,28.0
2023-03-14,50701-BONSAI,UND,35,35.0,35.0
2023-03-14,50801-CACTUS,UND,105,45.0,10.0
2023-03-14,50806-CACTUS MINI 15UN,CX,48,45.0,30.0
2023-03-14,50902-COPO DE LEITE,MOL,49,49.0,49.0
2023-03-14,51102-CRAVINA,MOL,45,39.0,32.0
2023-03-14,51601-CRAVO,DZ,45,39.0,35.0
2023-03-14,51701-CRISANTEMO,MOL,49,48.0,45.0
2023-03-14,51702-CRISANTEMO VASO,UND,20,19.9,8.0
2023-03-14,51602-ESTATICE,KG,50,40.0,40.0
2023-03-14,51402-GERBERA 12UN,MOL,45,40.0,10.0
2023-03-14,51502-GIRASSOL 6UN,MOL,30,28.0,10.0
2023-03-14,52001-KALANCHOE,UND,5,5.0,3.5
2023-03-14,52006-KALANCHOE MINI15UN,CX,48,45.0,45.0
2023-03-14,53501-KALANDIVA VASO,UND,8,7.9,4.0
2023-03-14,53601-LIRIO DA PAZ,UND,18,18.0,18.0
2023-03-14,53602-LIRIO MOLHE,MOL,65,45.0,12.0
2023-03-14,51802-LISIANTHUS,MOL,49,45.0,40.0
2023-03-14,54701-MOSQUITINHO,MOL,46,45.0,25.0
2023-03-14,52250-MOSQUITINHO IMP,MOL,30,30.0,30.0
2023-03-14,52301-ORQUIDEA VASO,UND,95,54.0,35.0
2023-03-14,54901-ROSA COLORIDA 20UN,MOL,95,75.0,45.0
2023-03-14,54601-ROSA VERMELHA 20UN,MOL,130,95.0,75.0
2023-03-14,52101-SAMAMBAIA CUIA,UND,35,35.0,15.0
2023-03-14,52601-SUCULENTAS,UND,8,8.0,3.5
2023-03-14,52606-SUCULENTAS MINI 15UN,CX,48,45.0,45.0
2023-03-14,52702-TANGO,MOL,24,20.0,18.0
2023-03-14,52801-THUIA CIPRESTE VASO,UND,20,20.0,20.0
2023-03-14,53004-VERDES ASPARGO,MOL,24,24.0,24.0
2023-03-14,53104-VERDES EUCALIPTUS,MOL,30,30.0,20.0
2023-03-14,53204-VERDES RUSCUS,MOL,24,24.0,24.0
2023-03-14,54801-VERDES (SAMAMBAIA PRETA),MOL,19,15.0,12.0
2023-03-14,51801-VIOLETA,UND,9,6.0,3.5
2023-03-14,51806-VIOLETA MINI 15UN,CX,45,45.0,45.0
2023-03-16,00101-ABACATE,KG,5,3.33,2.22
2023-03-16,00201-ABACAXI CAIENA (HAWAI),UND,10,7.0,4.0
2023-03-16,00202-ABACAXI PEROLA,UND,7,5.0,3.5
2023-03-16,00203-ABACAXI TERRA DE AREIA,UND,4.5,3.75,1.75
2023-03-16,05901-ABOBORA,KG,4,3.5,3.0
2023-03-16,06003-ABOBRINHA ITALIANA,KG,4,2.67,1.75
2023-03-16,06004-ABOBRINHA TRONCO,KG,5.33,4.0,2.67
2023-03-16,03401-ACEROLA,KG,15,12.5,12.5
2023-03-16,04201-AGRIAO,DZ,20,15.0,12.0
2023-03-16,04301-AIPO SALSAO,DZ,96,72.0,72.0
2023-03-16,04401-ALCACHOFRA,UND,8.56,7.14,5.71
2023-03-16,04450-ALCACHOFRA IMPORTADA,KG,28.53,23.8,19.03
2023-03-16,10201-ALECRIM,MOL,2,2.0,1.5
2023-03-16,04501-ALFACE,DZ,50,40.0,30.0
2023-03-16,04502-ALFACE AMERICANA,DZ,50,45.0,30.0
2023-03-16,07650-ALHO IMPORTADO,KG,22,18.5,14.0
2023-03-16,12001-ALHO MACHO,KG,15,15.0,13.0
2023-03-16,07603-ALHO NACIONAL,KG,18.5,16.0,14.0
2023-03-16,11001-ALHO PORO,DZ,40,35.0,35.0
2023-03-16,04601-ALMEIRAO / RADITE,DZ,20,15.0,10.0
2023-03-16,00350-AMEIXA IMPORTADA,KG,12.22,12.22,12.22
2023-03-16,00301-AMEIXA NACIONAL,KG,9,6.0,5.0
2023-03-16,09502-AMENDOIM COM CASCA,KG,10,9.0,9.0
2023-03-16,09501-AMENDOIM SEM CASCA,KG,10,8.8,8.8
2023-03-16,00401-AMORA PRETA,KG,66.67,66.67,66.67
2023-03-16,00501-BANANA CATURRA / NANICA,KG,4.25,2.78,1.75
2023-03-16,00502-BANANA DA TERRA E OUTRAS,KG,6.5,6.25,6.0
2023-03-16,00505-BANANA MACA,KG,12,10.0,8.0
2023-03-16,00503-BANANA PRATA / BRANCA,KG,6,4.44,3.05
2023-03-16,10101-BATATA-DOCE,KG,4.75,3.33,2.22
2023-03-16,07701-BATATA INGLESA,KG,3.6,2.4,2.0
2023-03-16,06101-BERINJELA,KG,5,4.0,3.0
2023-03-16,07802-BETERRABA,KG,6,3.61,1.75
2023-03-16,07801-BETERRABA MOLHO,DZ,60,50.0,40.0
2023-03-16,04702-BROCOLIS,DZ,50,45.0,40.0
2023-03-16,11701-BROTOS DIVERSOS,KG,36,25.0,25.0
2023-03-16,00602-CAQUI CHOCOLATE,KG,6,4.5,3.0
2023-03-16,00604-CAQUI FUYU,KG,7,7.0,5.0
2023-03-16,00650-CAQUI IMPORTADO,KG,11.67,11.67,11.67
2023-03-16,00601-CAQUI MOLE,KG,8,6.5,4.0
2023-03-16,07901-CARA,KG,12.67,11.33,10.0
2023-03-16,00701-CARAMBOLA,KG,20,14.0,12.0
2023-03-16,08050-CEBOLA IMPORTADA,KG,4,4.0,3.5
2023-03-16,08001-CEBOLA NACIONAL,KG,4.5,3.0,2.5
2023-03-16,08002-CEBOLA ROXA,KG,4.5,4.5,4.0
2023-03-16,08102-CENOURA,KG,8,4.72,3.89
2023-03-16,08150-CENOURA BABY,KG,17,17.0,16.0
2023-03-16,08101-CENOURA MOLHO,DZ,40,40.0,40.0
2023-03-16,09850-CEREJA IMPORTADA,KG,24,24.0,21.0
2023-03-16,04801-CHEIRO VERDE / TEMPERO,DZ,18,12.0,10.0
2023-03-16,04901-CHICORIA / ESCAROLA,DZ,30,30.0,25.0
2023-03-16,06201-CHUCHU,KG,3.75,3.25,2.5
2023-03-16,00802-COCO SECO,KG,7.22,6.11,5.0
2023-03-16,00801-COCO VERDE,UND,5,4.5,4.5
2023-03-16,05001-COUVE,DZ,25,20.0,15.0
2023-03-16,10501-COUVE CHINESA,DZ,60,50.0,40.0
2023-03-16,10601-COUVE-FLOR,DZ,80,60.0,45.0
2023-03-16,03501-ENDIVIA,KG,50,50.0,40.0
2023-03-16,05101-ERVA DOCE / FUNCHO,DZ,72,72.0,65.0
2023-03-16,05102-ERVAS AROMATICAS,MOL,2,2.0,1.5
2023-03-16,06302-ERVILHA,KG,15,9.0,9.0
2023-03-16,06303-ERVILHA TORTA,KG,66.67,66.67,61.11
2023-03-16,05301-ESPINAFRE,DZ,25,20.0,20.0
2023-03-16,09301-FEIJAO,KG,10,7.0,6.0
2023-03-16,00901-FIGO MADURO,KG,16.67,16.67,10.0
2023-03-16,00902-FIGO VERDE,KG,8,7.0,5.0
2023-03-16,12301-FLORES COMESTIVEIS,UND,9,9.0,8.0
2023-03-16,08201-GENGIBRE,KG,10,8.0,6.67
2023-03-16,01001-GOIABA,KG,8.33,6.67,5.0
2023-03-16,12401-GRAVIOLA,KG,16.67,15.0,15.0
2023-03-16,08401-INHAME,KG,11.33,10.0,8.67
2023-03-16,01101-JABUTICABA,KG,13.33,13.33,10.0
2023-03-16,01201-JACA,UND,40,35.0,30.0
2023-03-16,06501-JILO,KG,13.84,11.53,11.53
2023-03-16,11301-KINKAN,KG,40,35.0,35.0
2023-03-16,01350-KIWI IMPORTADO,KG,18,15.0,13.0
2023-03-16,01301-KIWI NACIONAL,KG,12,10.0,6.0
2023-03-16,01401-LARANJA BAIA (UMBIGO),KG,7.22,4.77,4.0
2023-03-16,01450-LARANJA IMPORTADA,KG,12.5,9.33,9.33
2023-03-16,01403-LARANJA LIMA (CEU),KG,4.47,4.0,2.22
2023-03-16,01406-LARANJA SUCO,KG,3.33,3.05,2.22
2023-03-16,09701-LENTILHA,KG,20,15.0,10.0
2023-03-16,01501-LIMA,KG,11.77,7.22,6.67
2023-03-16,01650-LIMAO IMPORTADO,KG,8,7.33,6.67
2023-03-16,01602-LIMAO SICILIANO,KG,8.57,8.57,8.0
2023-03-16,01603-LIMAO TAITI,KG,3.33,2.5,2.22
2023-03-16,10701-LOURO,MOL,2,2.0,1.5
2023-03-16,01704-MACA FUJI CX PAP,KG,11.11,8.89,8.33
2023-03-16,01701-MACA FUJI CX PLAST,KG,6.67,6.67,4.44
2023-03-16,01753-MACA FUJI IMPORTADA,KG,12.78,12.78,12.78
2023-03-16,01705-MACA GALA CX PAP,KG,11.11,8.05,6.11
2023-03-16,01703-MACA GALA CX PLAST,KG,8.33,7.5,4.5
2023-03-16,01754-MACA GALA IMPORTADA,KG,8.33,7.71,7.71
2023-03-16,01707-MACA GOLDEN CX PAP,KG,10.28,10.28,8.89
2023-03-16,01756-MACA GRANNY SMITH,KG,11.11,10.28,10.28
2023-03-16,01755-MACA RED DELICIOUS,KG,11.57,9.67,9.67
2023-03-16,01803-MAMAO AMAZONAS (PAPAIA),KG,14,13.0,10.0
2023-03-16,01802-MAMAO FORMOSA,KG,12,10.77,10.0
2023-03-16,08501-MANDIOCA,KG,4,3.25,2.5
2023-03-16,08601-MANDIOQUINHA,KG,25,20.0,10.0
2023-03-16,01901-MANGA,KG,6.39,6.11,5.0
2023-03-16,05402-MANJERICAO,MOL,2,1.5,1.5
2023-03-16,05401-MANJERONA,MOL,2,2.0,1.5
2023-03-16,02001-MARACUJA AZEDO,KG,8,6.0,5.0
2023-03-16,02002-MARACUJA DOCE,KG,21.5,20.0,20.0
2023-03-16,06601-MAXIXE,KG,13.67,11.53,11.53
2023-03-16,11601-MEL,KG,30,25.0,20.0
2023-03-16,02101-MELANCIA,KG,2.7,2.4,1.5
2023-03-16,10901-MELANCIA KODAMA / BABY,KG,8,6.0,6.0
2023-03-16,10902-MELANCIA PINGO DOCE,KG,3.8,3.8,3.8
2023-03-16,02201-MELAO COMUM (GAUCHO),KG,4.38,3.33,2.22
2023-03-16,02202-MELAO ESPANHOL,KG,5.83,5.41,5.0
2023-03-16,02208-MELAO GALIA / CANTALOUPE,KG,9.44,6.67,6.67
2023-03-16,02204-MELAO ORANGE,KG,11.67,10.0,10.0
2023-03-16,02206-MELAO PELE DE SAPO,KG,6.67,5.83,5.83
2023-03-16,09601-MILHO PIPOCA,KG,8,7.0,6.5
2023-03-16,09401-MILHO RACAO,KG,2.2,2.0,1.9
2023-03-16,06701-MILHO VERDE (3UN),SCL,3.7,3.5,3.0
2023-03-16,03901-MIRTILO,KG,100,81.67,66.67
2023-03-16,06801-MOGANGO,KG,2.78,2.78,2.5
2023-03-16,06903-MORANGA AMARELA / PATACA,KG,2.78,1.67,1.25
2023-03-16,06901-MORANGA CABOTIA PRETA,KG,3.33,2.25,1.75
2023-03-16,02301-MORANGO,KG,28,20.0,15.0
2023-03-16,05501-MOSTARDA,DZ,30,22.5,15.0
2023-03-16,08703-NABO (EM CAIXA OU EM SACO),KG,3.5,3.0,3.0
2023-03-16,08701-NABO (EM MOLHO),DZ,50,40.0,25.0
2023-03-16,02401-NECTARINA,KG,11.11,11.11,11.11
2023-03-16,02450-NECTARINA IMPORTADA,KG,12,12.0,10.0
2023-03-16,02501-NESPERA,KG,18,18.0,18.0
2023-03-16,02601-NOZ PECA,KG,20,15.0,4.0
2023-03-16,08901-OVO BRANCO CX30DZ,CX,240,230.0,220.0
2023-03-16,08903-OVO CODORNA CXT30UN,CXT,6,5.5,5.0
2023-03-16,08902-OVO VERMELHO CX30DZ,CX,270,270.0,260.0
2023-03-16,07001-PEPINO CONSERVA,KG,12.5,10.0,8.89
2023-03-16,07003-PEPINO JAPONES,KG,6.88,5.55,4.72
2023-03-16,07002-PEPINO SALADA,KG,3.61,3.33,2.22
2023-03-16,02750-PERA ASIATICA,KG,15,15.0,15.0
2023-03-16,02754-PERA DANJOU,KG,8.89,7.22,6.67
2023-03-16,02701-PERA NACIONAL,KG,7,5.0,3.5
2023-03-16,02751-PERA VERMELHA,KG,14,8.33,7.78
2023-03-16,02755-PERA WILLIAMS / PACKAMS,KG,7.78,7.22,7.22
2023-03-16,02850-PESSEGO IMPORTADO,KG,18.1,18.1,18.1
2023-03-16,02801-PESSEGO NACIONAL,KG,7.5,6.0,3.5
2023-03-16,07101-PIMENTA,KG,20,17.78,15.0
2023-03-16,07201-PIMENTAO,KG,7,5.0,3.0
2023-03-16,07204-PIMENTAO AMARELO,KG,12,9.0,9.0
2023-03-16,07202-PIMENTAO CAPELETI,KG,12.5,10.0,8.0
2023-03-16,07203-PIMENTAO VERMELHO,KG,12,9.0,9.0
2023-03-16,02901-PINHA,KG,26.67,15.0,15.0
2023-03-16,11101-PITAYA,KG,10,7.0,5.0
2023-03-16,07301-QUIABO,KG,12.5,12.0,9.0
2023-03-16,08802-RABANETE,KG,5,4.5,4.5
2023-03-16,08801-RABANETE MOLHO,DZ,35,35.0,30.0
2023-03-16,12101-RAIZ FORTE,KG,100,100.0,100.0
2023-03-16,05602-REPOLHO ROXO,DZ,40,36.0,30.0
2023-03-16,05601-REPOLHO VERDE,KG,2.25,1.75,1.5
2023-03-16,03101-ROMA,KG,33.33,26.67,26.67
2023-03-16,05701-RUCULA,DZ,25,20.0,15.0
2023-03-16,05801-SALVIA,MOL,2,1.5,1.5
2023-03-16,03201-TANGERINA COMUM / CAI,KG,2.78,2.78,2.22
2023-03-16,03250-TANGERINA IMPORTADA,KG,13,11.0,11.0
2023-03-16,03202-TANGERINA MURCOTT,KG,5.05,4.44,4.44
2023-03-16,03205-TANGERINA OUTRAS,KG,2.78,2.78,2.22
2023-03-16,03203-TANGERINA PONKAN,KG,4.17,5.75,4.17
2023-03-16,07401-TOMATE CAQUI (GAUCHO),KG,10,8.33,6.0
2023-03-16,07404-TOMATE CAQUI LONGA VIDA,KG,6.84,4.17,3.33
2023-03-16,07405-TOMATE CEREJA (MINI TOMATES),KG,10,7.75,7.75
2023-03-16,07402-TOMATE ITALIANO / PAULISTA,KG,7.22,5.0,3.33
2023-03-16,03302-UVA COMUM DE MESA,KG,5.71,4.28,3.57
2023-03-16,03350-UVA IMPORTADA,KG,21.25,14.37,14.37
2023-03-16,03303-UVAS FINAS DE MESA,KG,16.25,16.25,13.75
2023-03-16,07501-VAGEM,KG,10,9.0,8.0
2023-03-16,12201-YACON,KG,15,13.0,5.33
2023-03-16,50001-ANTURIO VASO,UND,49,35.0,18.0
2023-03-16,50102-ASTER,MOL,30,25.0,20.0
2023-03-16,50202-ASTROMELIA,MOL,30,28.0,28.0
2023-03-16,51901-AZALEIA VASO,UND,25,25.0,18.0
2023-03-16,50401-BEGONIA,UND,22,22.0,10.0
2023-03-16,50602-BOCA DE LEAO,MOL,32,25.0,17.0
2023-03-16,50701-BONSAI,UND,18,18.0,3.5
2023-03-16,50801-CACTUS,UND,110,45.0,10.0
2023-03-16,50806-CACTUS MINI 15UN,CX,49,48.0,40.0
2023-03-16,50902-COPO DE LEITE,MOL,45,45.0,45.0
2023-03-16,51102-CRAVINA,MOL,45,32.0,17.0
2023-03-16,51601-CRAVO,DZ,45,39.0,35.0
2023-03-16,51701-CRISANTEMO,MOL,48,39.0,19.9
2023-03-16,51702-CRISANTEMO VASO,UND,20,20.0,10.0
2023-03-16,51602-ESTATICE,MOL,45,45.0,45.0
2023-03-16,51402-GERBERA 12UN,MOL,44,40.0,30.0
2023-03-16,51502-GIRASSOL 6UN,MOL,36,36.0,28.0
2023-03-16,52001-KALANCHOE,UND,8,7.9,7.9
2023-03-16,52006-KALANCHOE MINI15UN,CX,48,45.0,40.0
2023-03-16,53501-KALANDIVA VASO,UND,18,15.0,7.9
2023-03-16,53601-LIRIO DA PAZ,UND,25,18.0,10.0
2023-03-16,53602-LIRIO MOLHE,MOL,69,65.0,55.0
2023-03-16,51802-LISIANTHUS,MOL,59,49.0,45.0
2023-03-16,54701-MOSQUITINHO,MOL,45,39.0,25.0
2023-03-16,52250-MOSQUITINHO IMP,MOL,49,49.0,35.0
2023-03-16,52301-ORQUIDEA VASO,UND,130,55.0,35.0
2023-03-16,54901-ROSA COLORIDA 20UN,MOL,95,75.0,59.0
2023-03-16,54601-ROSA VERMELHA 20UN,DZ,96,75.0,55.0
2023-03-16,52101-SAMAMBAIA CUIA,UND,35,35.0,20.0
2023-03-16,52601-SUCULENTAS,UND,40,35.0,10.0
2023-03-16,52606-SUCULENTAS MINI 15UN,CX,48,45.0,40.0
2023-03-16,52702-TANGO,MOL,24,24.0,20.0
2023-03-16,52901-TULIPA,UND,30,30.0,30.0
2023-03-16,53004-VERDES ASPARGO,MOL,30,24.0,20.0
2023-03-16,53104-VERDES EUCALIPTUS,MOL,30,24.0,24.0
2023-03-16,53204-VERDES RUSCUS,MOL,30,25.0,24.0
2023-03-16,54801-VERDES (SAMAMBAIA PRETA),MOL,45,30.0,12.0
2023-03-16,51801-VIOLETA,UND,6,5.9,5.9
2023-03-16,51806-VIOLETA MINI 15UN,CX,45,45.0,45.0
2023-03-21,00101-ABACATE,KG,5,3.5,2.22
2023-03-21,00201-ABACAXI CAIENA (HAWAI),UND,10,7.0,4.0
2023-03-21,00202-ABACAXI PEROLA,UND,7,5.0,3.5
2023-03-21,00203-ABACAXI TERRA DE AREIA,UND,4.5,3.75,1.75
2023-03-21,05901-ABOBORA,KG,3.5,3.5,3.0
2023-03-21,06003-ABOBRINHA ITALIANA,KG,4.67,4.0,3.0
2023-03-21,06004-ABOBRINHA TRONCO,KG,6,5.33,4.0
2023-03-21,03401-ACEROLA,KG,20,12.5,12.5
2023-03-21,04201-AGRIAO,DZ,20,15.0,12.0
2023-03-21,04301-AIPO SALSAO,DZ,96,72.0,72.0
2023-03-21,04401-ALCACHOFRA,UND,8.56,7.14,5.71
2023-03-21,04450-ALCACHOFRA IMPORTADA,KG,28.53,23.8,19.03
2023-03-21,10201-ALECRIM,MOL,2,2.0,1.5
2023-03-21,04501-ALFACE,DZ,30,25.0,20.0
2023-03-21,04502-ALFACE AMERICANA,DZ,35,30.0,25.0
